treatment	query_seq	tag_length	what_id	what_description	what_e_value	what_definition	what_def	gene_length	protein_id	kid	pathway	path_class	who_db	who_db	who_id	who_e_value	phylum	family	trophic_state	genus_sp
plusFe	lcl|FLDA00M02JK4QO	230	lcl|pti:PHATRDRAFT_22122*	GapC1; glyceraldehyde-3-phosphate dehydrogenase precursor	2.00E-34	glyceraldehyde 3-phosphate dehydrogenase	glyceraldehyde 3-phosphate dehydrogenase	379	NA	K00134	NA	NA	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|Exp4_M13F_1941.esd	4.88E-46	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M02GDBZV	266	lcl|pti:PHATRDRAFT_22122*	GapC1; glyceraldehyde-3-phosphate dehydrogenase precursor	4.59E-39	glyceraldehyde 3-phosphate dehydrogenase	glyceraldehyde 3-phosphate dehydrogenase	379	NA	K00134	NA	NA	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|Exp4_M13F_1941.esd	1.76E-52	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M02IEYRO	200	lcl|pti:PHATRDRAFT_22122*	GapC1; glyceraldehyde-3-phosphate dehydrogenase precursor	2.35E-27	glyceraldehyde 3-phosphate dehydrogenase	glyceraldehyde 3-phosphate dehydrogenase	379	NA	K00134	NA	NA	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|Exp4_M13F_1941.esd	1.74E-37	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M01CQBSP	234	lcl|pti:PHATRDRAFT_22122*	GapC1; glyceraldehyde-3-phosphate dehydrogenase precursor	8.88E-25	glyceraldehyde 3-phosphate dehydrogenase	glyceraldehyde 3-phosphate dehydrogenase	379	NA	K00134	NA	NA	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|Exp4_M13F_1941.esd	1.04E-39	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M02FN8SM	256	lcl|tps:THAPSDRAFT_31383*	GAPD1; glyceraldehyde-3-phosphate dehydrogenase precursor (EC:1.2.1.12)	1.59E-36	glyceraldehyde 3-phosphate dehydrogenase	glyceraldehyde 3-phosphate dehydrogenase	375	NA	K00134	NA	NA	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|Exp4_M13F_1941.esd	8.70E-47	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M02JDT86	242	lcl|tps:THAPSDRAFT_31383*	GAPD1; glyceraldehyde-3-phosphate dehydrogenase precursor (EC:1.2.1.12)	1.67E-33	glyceraldehyde 3-phosphate dehydrogenase	glyceraldehyde 3-phosphate dehydrogenase	375	NA	K00134	NA	NA	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|Exp4_M13F_1941.esd	6.57E-45	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M01B1Y9J	247	lcl|tps:THAPSDRAFT_31383*	GAPD1; glyceraldehyde-3-phosphate dehydrogenase precursor (EC:1.2.1.12)	1.17E-31	glyceraldehyde 3-phosphate dehydrogenase	glyceraldehyde 3-phosphate dehydrogenase	375	NA	K00134	NA	NA	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|Exp4_M13F_1941.esd	4.60E-46	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M02INVB1	245	lcl|pop:POPTR_549786	SHMT1; serine hydroxymethyltransferase 1 (EC:2.1.2.1); K00600 glycine hydroxymethyltransferase	8.85E-27	glycine hydroxymethyltransferase	glycine hydroxymethyltransferase	471	pop:POPTR_549786	K00600	"Glycine, serine and threonine metabolism"	"Glycine, serine and threonine metabolism"	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig222	5.27E-35	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M02IVUKQ	272	lcl|pti:PHATR_18665	SHMT; serine hydroxymethyltransferase ; K00600 glycine hydroxymethyltransferase	1.16E-42	glycine hydroxymethyltransferase	glycine hydroxymethyltransferase	473	pti:PHATR_18665	K00600	"Glycine, serine and threonine metabolism"	"Glycine, serine and threonine metabolism"	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig222	2.21E-54	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M02FVGYN	275	lcl|pti:PHATRDRAFT_50819	Tkl; transketolase ; K00615 transketolase	9.79E-42	transketolase	transketolase	711	pti:PHATRDRAFT_50819	K00615	Pentose phosphate pathway	Pentose phosphate pathway	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig231	1.51E-57	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M01DA66E	285	lcl|tps:THAPSDRAFT_21175*	TKT2; transketolase (EC:2.2.1.1)	1.19E-27	transketolase	transketolase	663	tps:THAPSDRAFT_21175	K00615	NA	NA	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig231	2.04E-38	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M02F0VUZ	233	lcl|pti:PHATR_50773	Prk; phosphoribulokinase ; K00855 phosphoribulokinase	5.63E-21	phosphoribulokinase	phosphoribulokinase	396	pti:PHATR_50773	K00855	Metabolic pathways	Metabolic pathways	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig271	3.53E-35	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M01CSVMT	279	lcl|pti:PHATRDRAFT_8670	NA	2.77E-30	oligopeptidase A	oligopeptidase A	726	pti:PHATRDRAFT_8670	K01414	NA	NA	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig279	3.12E-44	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M02F1E42	256	lcl|pti:PHATR_21183	NA	4.63E-30	inorganic pyrophosphatase	inorganic pyrophosphatase	750	pti:PHATR_21183	K01507	Oxidative phosphorylation	Oxidative phosphorylation	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig300	2.12E-41	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M01CLVE9	184	lcl|pti:PHATR_21183	NA	1.03E-27	inorganic pyrophosphatase	inorganic pyrophosphatase	750	pti:PHATR_21183	K01507	Oxidative phosphorylation	Oxidative phosphorylation	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig300	1.22E-37	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M01BX9S6	196	lcl|tps:THAPSDRAFT_39520*	"vacuolar membrane proton pump, inorganic pyrophosphatase (EC:3.6.1.1); K01507 inorganic pyrophosphatase"	6.01E-23	inorganic pyrophosphatase	inorganic pyrophosphatase	668	tps:THAPSDRAFT_39520	K01507	NA	NA	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig300	8.99E-34	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M01EF25R	239	lcl|tps:THAPSDRAFT_11993*	cystathionine gamma-synthase	1.20E-23	cystathionine gamma-synthase	cystathionine gamma-synthase	487	NA	K01739	NA	NA	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|Exp4_M13F_1074.esd	2.29E-41	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M02F9OBN	236	lcl|pti:PHATRDRAFT_25308*	TPI/GapC3; triosephosphate isomerase/glyceraldehyde-3-phosphate dehydrogenase precursor	1.53E-31	triosephosphate isomerase (TIM)	triosephosphate isomerase (TIM)	614	NA	K01803	NA	NA	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|Rev2_M13F_85.esd	2.25E-43	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M01EAPG8	250	lcl|pti:PHATRDRAFT_25308*	TPI/GapC3; triosephosphate isomerase/glyceraldehyde-3-phosphate dehydrogenase precursor	1.08E-32	triosephosphate isomerase (TIM)	triosephosphate isomerase (TIM)	614	NA	K01803	NA	NA	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|Rev2_M13F_85.esd	4.22E-43	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M01BSSOE	281	lcl|pti:PHATRDRAFT_50966	NA	8.81E-35	"glutamate-1-semialdehyde 2,1-aminomutase"	"glutamate-1-semialdehyde 2,1-aminomutase"	468	pti:PHATRDRAFT_50966	K01845	Porphyrin and chlorophyll metabolism	Porphyrin and chlorophyll metabolism	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig229	3.18E-46	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M01CW64N	277	lcl|pti:PHATRDRAFT_50966	NA	2.59E-31	"glutamate-1-semialdehyde 2,1-aminomutase"	"glutamate-1-semialdehyde 2,1-aminomutase"	468	pti:PHATRDRAFT_50966	K01845	Porphyrin and chlorophyll metabolism	Porphyrin and chlorophyll metabolism	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig229	1.83E-46	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M02IBQ3G	163	lcl|pti:PHATRDRAFT_51092	NA	2.05E-23	glutamine synthetase	glutamine synthetase	416	pti:PHATRDRAFT_51092	K01915	"Alanine, aspartate and glutamate metabolism"	"Alanine, aspartate and glutamate metabolism"	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|Exp4_M13F_1475.esd	3.39E-33	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M01CT2TE	248	lcl|pti:PHATRDRAFT_51092	NA	4.51E-39	glutamine synthetase	glutamine synthetase	416	pti:PHATRDRAFT_51092	K01915	"Alanine, aspartate and glutamate metabolism"	"Alanine, aspartate and glutamate metabolism"	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|Exp4_M13F_1475.esd	4.66E-53	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M02F5IG0	192	lcl|pti:PHATRDRAFT_51092	NA	2.72E-23	glutamine synthetase	glutamine synthetase	416	pti:PHATRDRAFT_51092	K01915	"Alanine, aspartate and glutamate metabolism"	"Alanine, aspartate and glutamate metabolism"	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|Exp4_M13F_1475.esd	1.20E-33	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M01CTJ25	197	lcl|pti:PHATRDRAFT_51092	NA	6.44E-22	glutamine synthetase	glutamine synthetase	416	pti:PHATRDRAFT_51092	K01915	"Alanine, aspartate and glutamate metabolism"	"Alanine, aspartate and glutamate metabolism"	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|Exp4_M13F_1475.esd	1.35E-33	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M02IENPU	226	lcl|pti:PHATRDRAFT_51092	NA	5.84E-34	glutamine synthetase	glutamine synthetase	416	pti:PHATRDRAFT_51092	K01915	"Alanine, aspartate and glutamate metabolism"	"Alanine, aspartate and glutamate metabolism"	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|Exp4_M13F_1475.esd	7.30E-47	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M01DJ4SS	262	lcl|pti:PHATRDRAFT_51092	NA	3.01E-25	glutamine synthetase	glutamine synthetase	416	pti:PHATRDRAFT_51092	K01915	"Alanine, aspartate and glutamate metabolism"	"Alanine, aspartate and glutamate metabolism"	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|Exp4_M13F_1475.esd	5.17E-35	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M01C7TZE	235	lcl|pti:PHATRDRAFT_51092	NA	7.84E-31	glutamine synthetase	glutamine synthetase	416	pti:PHATRDRAFT_51092	K01915	"Alanine, aspartate and glutamate metabolism"	"Alanine, aspartate and glutamate metabolism"	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|Exp4_M13F_1475.esd	1.08E-39	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M01DPLWU	255	lcl|tps:THAPSDRAFT_268718	ANS1; asparagine synthase (EC:6.3.5.4); K01953 asparagine synthase (glutamine-hydrolysing)	6.07E-28	asparagine synthase (glutamine-hydrolysing)	asparagine synthase (glutamine-hydrolysing)	590	tps:THAPSDRAFT_268718	K01953	"Alanine, aspartate and glutamate metabolism"	"Alanine, aspartate and glutamate metabolism"	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig310	4.00E-39	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M01B3PFZ	191	lcl|mbr:MONBRDRAFT_34164*	"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle"	2.37E-27	F-type H+-transporting ATPase subunit alpha	F-type H+-transporting ATPase subunit alpha	601	NA	K02132	NA	NA	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig317	5.27E-36	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M02HFSJE	278	lcl|tps:THAPSDRAFT_269322*	"atpA; mitochondrial ATPase, inner membrane (EC:3.6.3.14)"	2.57E-42	F-type H+-transporting ATPase subunit epsilon	F-type H+-transporting ATPase subunit epsilon	542	NA	K02135	NA	NA	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig317	3.97E-57	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M01B5WV8	186	lcl|tps:THAPSDRAFT_269322*	"atpA; mitochondrial ATPase, inner membrane (EC:3.6.3.14)"	3.93E-22	F-type H+-transporting ATPase subunit epsilon	F-type H+-transporting ATPase subunit epsilon	542	NA	K02135	NA	NA	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig9	1.47E-34	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M02F9MAV	261	lcl|pti:PHATR_13358	NA	2.88E-22	cytochrome b6-f complex iron-sulfur subunit	cytochrome b6-f complex iron-sulfur subunit	178	pti:PHATR_13358	K02636	Photosynthesis	Photosynthesis	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig315	1.11E-36	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M02FMZ4U	265	lcl|pti:PHATR_13358	NA	1.81E-27	cytochrome b6-f complex iron-sulfur subunit	cytochrome b6-f complex iron-sulfur subunit	178	pti:PHATR_13358	K02636	Photosynthesis	Photosynthesis	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig315	1.41E-41	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M02GMZXS	280	lcl|pti:PHATRDRAFT_20331	PsbO; oxygen-evolving enhancer protein 1 precursor ; K02716 photosystem II PsbO protein	2.75E-28	photosystem II PsbO protein	photosystem II PsbO protein	308	pti:PHATRDRAFT_20331	K02716	Photosynthesis	Photosynthesis	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig25	3.98E-37	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M01ED6P1	252	lcl|pti:PHATRDRAFT_20331	PsbO; oxygen-evolving enhancer protein 1 precursor ; K02716 photosystem II PsbO protein	2.17E-25	photosystem II PsbO protein	photosystem II PsbO protein	308	pti:PHATRDRAFT_20331	K02716	Photosynthesis	Photosynthesis	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig25	2.68E-34	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M02H6SQ9	271	lcl|tps:THAPSDRAFT_270210	PsbO; oxygen-evolving enhancer protein 1 precursor ; K02716 photosystem II PsbO protein	4.00E-27	photosystem II PsbO protein	photosystem II PsbO protein	305	tps:THAPSDRAFT_270210	K02716	Photosynthesis	Photosynthesis	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig25	1.53E-36	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M02H9DRD	260	lcl|tps:THAPSDRAFT_33977*	"RL36; RL36, ribosomal protein 36 60S large ribosomal subunit; K02920 large subunit ribosomal protein L36e"	9.94E-31	large subunit ribosomal protein L36e	large subunit ribosomal protein L36e	106	tps:THAPSDRAFT_33977	K02920	NA	NA	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|Exp2_M13F_4.esd	1.62E-47	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M01CS6PK	270	lcl|tps:THAPSDRAFT_33977*	"RL36; RL36, ribosomal protein 36 60S large ribosomal subunit; K02920 large subunit ribosomal protein L36e"	3.29E-21	large subunit ribosomal protein L36e	large subunit ribosomal protein L36e	106	tps:THAPSDRAFT_33977	K02920	NA	NA	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|Exp2_M13F_4.esd	1.15E-30	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M02FB0VP	284	lcl|tps:THAPSDRAFT_33977*	"RL36; RL36, ribosomal protein 36 60S large ribosomal subunit; K02920 large subunit ribosomal protein L36e"	1.55E-31	large subunit ribosomal protein L36e	large subunit ribosomal protein L36e	106	tps:THAPSDRAFT_33977	K02920	NA	NA	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|Exp2_M13F_4.esd	1.35E-51	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M01EZ124	252	lcl|ptm:GSPATT00019021001	NA	9.39E-21	large subunit ribosomal protein L6e	large subunit ribosomal protein L6e	188	ptm:GSPATT00019021001	K02934	Ribosome	Ribosome	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|Rev2_M13F_494.esd	8.99E-29	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M01E2DU4	276	lcl|pti:PHATRDRAFT_26849	NA	8.04E-28	small subunit ribosomal protein S15e	small subunit ribosomal protein S15e	147	pti:PHATRDRAFT_26849	K02958	Ribosome	Ribosome	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig270	6.93E-40	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M02IB5TB	282	lcl|tps:THAPSDRAFT_32675	"RS15B; RS15B, ribosomal protein 15B 40S small ribosomal subunit ; K02958 small subunit ribosomal protein S15e"	1.45E-21	small subunit ribosomal protein S15e	small subunit ribosomal protein S15e	147	tps:THAPSDRAFT_32675	K02958	Ribosome	Ribosome	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig270	8.39E-30	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M01BWIJX	243	lcl|tps:THAPSDRAFT_32675	"RS15B; RS15B, ribosomal protein 15B 40S small ribosomal subunit ; K02958 small subunit ribosomal protein S15e"	3.05E-35	small subunit ribosomal protein S15e	small subunit ribosomal protein S15e	147	tps:THAPSDRAFT_32675	K02958	Ribosome	Ribosome	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig270	1.73E-45	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M02HIPKH	265	lcl|pti:PHATRDRAFT_17519	NA	2.61E-34	small subunit ribosomal protein S16e	small subunit ribosomal protein S16e	143	pti:PHATRDRAFT_17519	K02960	Ribosome	Ribosome	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig285	2.71E-49	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M01C95NZ	271	lcl|pti:PHATRDRAFT_17519	NA	2.25E-26	small subunit ribosomal protein S16e	small subunit ribosomal protein S16e	143	pti:PHATRDRAFT_17519	K02960	Ribosome	Ribosome	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig285	7.01E-41	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M02FNVTF	273	lcl|pti:PHATRDRAFT_17519	NA	1.37E-35	small subunit ribosomal protein S16e	small subunit ribosomal protein S16e	143	pti:PHATRDRAFT_17519	K02960	Ribosome	Ribosome	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig285	7.73E-48	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M02G3Q8X	227	lcl|pti:PHATRDRAFT_17519	NA	3.31E-29	small subunit ribosomal protein S16e	small subunit ribosomal protein S16e	143	pti:PHATRDRAFT_17519	K02960	Ribosome	Ribosome	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig285	2.98E-41	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M02G4WY3	264	lcl|pti:PHATRDRAFT_17519	NA	2.62E-34	small subunit ribosomal protein S16e	small subunit ribosomal protein S16e	143	pti:PHATRDRAFT_17519	K02960	Ribosome	Ribosome	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig285	2.71E-49	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M02HBXCR	268	lcl|pti:PHATRDRAFT_17519	NA	2.37E-29	small subunit ribosomal protein S16e	small subunit ribosomal protein S16e	143	pti:PHATRDRAFT_17519	K02960	Ribosome	Ribosome	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig285	1.90E-44	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M02FQ8LV	257	lcl|tps:THAPSDRAFT_262056	"RS20; RS20, ribosomal protein 20 40S small ribosomal subunit ; K02969 small subunit ribosomal protein S20e"	3.00E-27	small subunit ribosomal protein S20e	small subunit ribosomal protein S20e	124	tps:THAPSDRAFT_262056	K02969	Ribosome	Ribosome	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig213	4.06E-37	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M02GCH5N	272	lcl|tps:THAPSDRAFT_262056	"RS20; RS20, ribosomal protein 20 40S small ribosomal subunit ; K02969 small subunit ribosomal protein S20e"	5.59E-29	small subunit ribosomal protein S20e	small subunit ribosomal protein S20e	124	tps:THAPSDRAFT_262056	K02969	Ribosome	Ribosome	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig213	7.86E-42	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
plusFe	lcl|FLDA00M02F8I6P	265	lcl|tps:THAPSDRAFT_262056	"RS20; RS20, ribosomal protein 20 40S small ribosomal subunit ; K02969 small subunit ribosomal protein S20e"	5.09E-30	small subunit ribosomal protein S20e	small subunit ribosomal protein S20e	124	tps:THAPSDRAFT_262056	K02969	Ribosome	Ribosome	Pseudo-nitzschia_australis.EST.ec121605_na	Pseudo-nitzschia_australis.EST.ec121605_na	lcl|ec_121605.fasta.screen.Contig213	2.31E-39	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia australis
